WGS84 UTM 19N
48.19916749926051 -13.097601419314742 16.756
50.79235862614587 -13.353667837567627 16.761
53.26555153669324 -13.649949504993856 16.749
55.69834933639504 -13.91435781121254 16.749
58.27704962703865 -14.200924421660602 16.745
60.971229577902704 -14.536668207496405 16.753
63.394869572948664 -15.16813356615603 16.748
64.46722583647352 -16.12082586903125 16.715
64.07531440700404 -17.428964258171618 16.74
62.7565420253668 -17.91458508372307 16.712
60.71327031747205 -17.721627390943468 16.696
58.0363071851898 -17.429523536004126 16.77
55.60708146751858 -17.20532917417586 16.743
53.00283894781023 -16.933556591160595 16.757
50.473988644604106 -16.66675068810582 16.743
47.950789902883116 -16.356874492019415 16.743
45.34952749457443 -16.05739528965205 16.738
42.78364692768082 -15.715587608516216 16.747
40.3280563079752 -15.447519607841969 16.735
37.626246020547114 -15.142442010343075 16.722
35.01645231782459 -14.818054378964007 16.779
32.594319550320506 -14.584769574925303 16.704
29.966978110314813 -14.321671274490654 16.714
27.424330563808326 -14.057599095627666 16.706
24.946926730452105 -13.838364589959383 16.702
19.838993850629777 -13.300391285680234 16.728
18.748300071572885 -13.174404616467655 16.747
17.20342911995249 -13.00004543736577 16.746
14.786871880642138 -12.726769616827369 16.726
12.440811811073218 -12.837973082438111 16.759
11.244077534181997 -13.659967517480254 16.753
11.661293603479862 -14.914222518913448 16.731
13.335429631988518 -15.502307827584445 16.725
15.779947469360195 -15.847270424477756 16.719
18.354898094548844 -16.192400875501335 16.718
20.964614904718474 -16.519879263825715 16.736
23.459468418033794 -16.773501630872488 16.731
26.099993482232094 -17.058536536060274 16.746
28.69447199034039 -17.354767159558833 16.752
31.305421096738428 -17.632889091968536 16.754
33.82908173504984 -17.92426408175379 16.752
36.39406141726067 -18.21049631945789 16.759
39.116301400063094 -18.52225703932345 16.767
41.59902849874925 -18.80334838014096 16.766
44.15059489442501 -19.076897211372852 16.76
46.626307536440436 -19.36398462858051 16.76
49.12093159533106 -19.626851396635175 16.772
51.60854103957536 -19.89571514725685 16.748
54.097590963414405 -20.19856496527791 16.749
56.860073528951034 -20.548360294662416 16.734
59.463316972600296 -20.860230359248817 16.739
61.87176386162173 -21.275265130214393 16.736
63.47242641466437 -22.148545338772237 16.722
63.60414742323337 -23.472834907472134 16.71
62.44639476906741 -24.20013030897826 16.723
60.57523571909405 -24.079368983395398 16.704
58.03006623056717 -23.824504614807665 16.757
55.55761725833872 -23.589972525835037 16.733
53.04431129805744 -23.34207427687943 16.734
47.88217648502905 -22.7749913809821 16.747
50.390215583960526 -23.050538185983896 16.739
45.201099594007246 -22.46426131669432 16.755
42.67294014303479 -22.16969182342291 16.735
40.254246199678164 -21.890198789536953 16.732
37.65488397568697 -21.606196524575353 16.729
34.97319199383492 -21.320138801820576 16.776
32.44297716394067 -21.016254911199212 16.755
29.85307109018322 -20.720139866694808 16.718
27.345495091052726 -20.42607843503356 16.698
24.83966735692229 -20.153664921410382 16.699
22.338259696029127 -19.88753372244537 16.715
19.683627084014006 -19.617577659897506 16.722
17.120241345954128 -19.359157188795507 16.719
14.753686681564432 -19.099475220777094 16.731
12.362039620580617 -19.203368132933974 16.752
11.197090543981176 -20.03541526570916 16.731
11.581135139334947 -21.335139207541943 16.749
13.331258199061267 -21.9961093980819 16.733
15.728676303348038 -22.302858912386 16.728
18.05101036769338 -22.592301458120346 16.724
20.7275897677755 -22.899843274615705 16.735
23.148416641750373 -23.18556921556592 16.727
25.77452969236765 -23.49802255257964 16.731
28.4099446447799 -23.804534113034606 16.734
30.846549680863973 -24.099910476244986 16.731
33.51231102552265 -24.382485730573535 16.746
36.16733056015801 -24.63701379764825 16.739
38.56788377079647 -24.90988260693848 16.73
41.20702677441295 -25.2504333416 16.751
43.68343427195214 -25.50976091530174 16.764
46.23926918680081 -25.795761182904243 16.769
48.890540155931376 -26.10883350484073 16.769
51.35497462062631 -26.389464772306383 16.765
53.90081563795684 -26.70916385948658 16.768
56.47723369911546 -26.995673927478492 16.768
59.08474559203023 -27.31999632436782 16.755
61.313350837212056 -27.789186622947454 16.725
62.76528654748108 -28.661842547357082 16.71
62.70121021103114 -30.129396794363856 16.719
61.29789539950434 -30.609821655787528 16.741
59.3791705595213 -30.469354577362537 16.691
56.73856277076993 -30.18741696048528 16.764
54.14796006906545 -29.91907186433673 16.721
51.68946154927835 -29.67562723811716 16.715
49.18370697752107 -29.40013803821057 16.725
46.53456775355153 -29.093292001634836 16.72
44.0417106122477 -28.759480093605816 16.723
41.461410991614684 -28.445090499706566 16.726
38.781772327492945 -28.16834499500692 16.724
36.48885830841027 -27.891989446245134 16.722
33.98287375899963 -27.62574837077409 16.729
31.175936419982463 -27.314958692528307 16.734
28.600288515677676 -26.997593926265836 16.75
26.25264239864191 -26.713696219027042 16.734
23.535050366190262 -26.398960187099874 16.71
